id,random ID,ResponseType,TrialNumber,Response,Group,Points,prev_response,partner_id,partner_prev_response,partner_response,BC,DecisionType,Identifier,Content,Size,Structure,Run
2,49792.0,hashtag,3,safety,1,0,earthquake,3,safety,tsunami,C,RP,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,4,radiation,9,0,safety,0,tsunami,saveenergy,B,BN,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,5,emergency,2,0,radiation,4,saveenergy,casualty,B,BN,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,6,electricity,5,0,emergency,3,casualty,energy,B,BN,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,7,tsunami,8,0,electricity,4,energy,leakage,C,EC,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,8,setsuden,7,0,tsunami,4,leakage,accident,B,BN,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,9,danger,1,0,setsuden,4,accident,2011,B,BN,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,10,ocean,10,0,danger,1,2011,nucleardisaster,B,BN,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,11,thyroidcancer,5,0,ocean,4,nucleardisaster,ocean,B,BN,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,12,oceanwaste,9,0,thyroidcancer,3,ocean,earthquake,B,BN,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,13,radiation,1,0,oceanwaste,4,earthquake,energy,C,EC,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,14,saveenergy,9,0,radiation,4,energy,energy,C,EC,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,15,disaster,10,0,saveenergy,0,energy,tsunami,C,EC,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,16,tsunami,7,0,disaster,4,tsunami,energy,C,RP,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,17,earthquake,7,0,tsunami,1,energy,nucleardisaster,C,EC,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,18,emergency,5,0,earthquake,0,nucleardisaster,disaster,C,EC,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,19,safety,4,0,emergency,3,disaster,tsunami,C,EC,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,20,earthquake,9,0,safety,3,tsunami,safety,C,EC,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,21,electricity,10,0,earthquake,1,safety,earthquake,C,EC,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,22,tsunami,9,0,electricity,3,earthquake,island,C,EC,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,23,radiation,1,0,tsunami,4,island,tsunami,C,EC,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,24,energy,7,0,radiation,4,tsunami,cancer,C,EC,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,25,disaster,10,0,energy,4,cancer,radiation,C,EC,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,26,cancer,9,0,disaster,1,radiation,earthquake,C,EC,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,27,tsunami,6,0,cancer,3,earthquake,power,C,EC,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,28,tsunami,4,0,tsunami,4,power,radiation,C,RS,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,29,tsunami,5,0,tsunami,0,radiation,cancer,C,RS,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,30,tsunami,6,1,tsunami,4,cancer,tsunami,C,RS,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,31,energy,8,0,tsunami,0,tsunami,nucleardisaster,C,EC,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,32,energy,3,1,energy,0,nucleardisaster,energy,C,RS,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,33,earthquake,3,0,energy,4,energy,tsunami,C,EC,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,34,earthquake,4,0,earthquake,3,tsunami,nuclear,C,RS,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,35,earthquake,4,0,earthquake,3,nuclear,incident,C,RS,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,36,earthquake,2,0,earthquake,0,incident,tsunami,C,RS,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,37,earthquake,5,0,earthquake,4,tsunami,tsunami,C,RS,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,38,earthquake,8,0,earthquake,4,tsunami,tsunami,C,RS,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,39,earthquake,1,0,earthquake,1,tsunami,radiation,C,RS,h20s1,Hashtag,20,Spatial,1
2,49792.0,hashtag,40,earthquake,8,0,earthquake,3,radiation,nuclear,C,RS,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,1,nuclear,6,0,nan,1,NA,publichealth,B,BN,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,2,energy,10,0,nuclear,4,publichealth,earthquake,B,BN,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,3,tsunami,1,0,energy,2,earthquake,safety,B,BN,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,4,publicconcern,10,0,tsunami,4,safety,nuclear,B,BN,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,5,nuclear,3,0,publicconcern,5,nuclear,setsuden,C,RP,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,6,energy,5,0,nuclear,2,setsuden,electricity,C,EC,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,7,power,9,0,energy,5,electricity,radiation,B,BN,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,8,irradiation,6,0,power,1,radiation,japannucleardisaster,B,BN,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,9,explosion,2,0,irradiation,5,japannucleardisaster,tsunami,B,BN,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,10,coastline,1,0,explosion,4,tsunami,risk,B,BN,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,11,danger,4,0,coastline,1,risk,tsunami,B,BN,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,12,earthquake,9,0,danger,2,tsunami,oceanwaste,C,EC,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,13,pollution,2,0,earthquake,5,oceanwaste,earthquake,B,BN,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,14,earthquake,10,1,pollution,5,earthquake,earthquake,C,RP,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,15,electricity,1,0,earthquake,1,earthquake,powerplant,C,EC,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,16,power,8,0,electricity,5,powerplant,radioactive,C,EC,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,17,radioactive,8,0,power,5,radioactive,powerplant,C,RP,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,18,radioactive,6,0,radioactive,1,powerplant,earthquake,C,RS,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,19,tsunami,4,0,radioactive,2,earthquake,safety,C,EC,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,20,safety,9,0,tsunami,2,safety,earthquake,C,RP,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,21,earthquake,1,1,safety,4,earthquake,earthquake,C,RP,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,22,island,9,0,earthquake,2,earthquake,tsunami,B,BN,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,23,tsunami,2,0,island,5,tsunami,earthquake,C,RP,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,24,sea,8,0,tsunami,5,earthquake,earthquake,B,BN,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,25,sea,1,0,sea,5,earthquake,water,C,RS,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,26,sea,10,0,sea,4,water,energy,C,RS,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,27,power,6,0,sea,2,energy,tsunami,C,EC,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,28,catastrophe,5,0,power,5,tsunami,sea,B,BN,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,29,incident,6,0,catastrophe,1,sea,earthquake,B,BN,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,30,earthquake,7,1,incident,5,earthquake,earthquake,C,RP,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,31,tsuanmi,9,0,earthquake,1,earthquake,nuclear,B,BN,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,32,nuclear,4,0,tsuanmi,5,nuclear,tsunami,C,RP,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,33,tsunami,2,1,nuclear,1,tsunami,tsunami,C,RP,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,34,nuclear,4,0,tsunami,2,tsunami,earthquake,C,EC,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,35,incident,4,0,nuclear,2,earthquake,earthquake,C,EC,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,36,incident,3,0,incident,1,earthquake,earthquake,C,RS,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,37,earthquake,6,0,incident,5,earthquake,tsunami,C,RP,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,38,earthquake,7,0,earthquake,1,tsunami,radiation,C,RS,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,39,radiation,2,0,earthquake,5,radiation,earthquake,C,RP,h20s1,Hashtag,20,Spatial,1
3,19315.0,hashtag,40,nuclear,8,0,radiation,2,earthquake,earthquake,C,EC,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,1,disaster,7,1,nan,2,NA,disaster,B,BN,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,2,earthquake,10,0,disaster,3,disaster,energy,B,BN,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,3,electricity,2,0,earthquake,6,energy,help,B,BN,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,4,nuclear,10,0,electricity,3,help,publicconcern,B,BN,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,5,casualty,2,0,nuclear,2,publicconcern,emergency,B,BN,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,6,support,6,0,casualty,5,emergency,powerplant,B,BN,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,7,leakage,8,0,support,2,powerplant,tsunami,B,BN,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,8,accident,7,0,leakage,2,tsunami,setsuden,B,BN,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,9,2011,1,0,accident,2,setsuden,danger,B,BN,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,10,risk,1,0,2011,3,danger,coastline,B,BN,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,11,ocean,5,0,risk,2,coastline,thyroidcancer,B,BN,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,12,radiation,10,0,ocean,5,thyroidcancer,earthquake,B,BN,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,13,energy,1,0,radiation,2,earthquake,radiation,C,EC,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,14,energy,9,0,energy,2,radiation,saveenergy,C,RS,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,15,energy,2,0,energy,5,saveenergy,earthquake,C,RS,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,16,energy,7,0,energy,2,earthquake,tsunami,C,RS,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,17,earthquake,9,0,energy,6,tsunami,hospital,C,EC,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,18,help,7,0,earthquake,6,hospital,earthquake,C,EC,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,19,earthquake,5,0,help,5,earthquake,tragedy,C,RP,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,20,support,10,0,earthquake,5,tragedy,tsunami,C,EC,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,21,earthquake,1,1,support,3,tsunami,earthquake,C,EC,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,22,tsunami,10,0,earthquake,5,earthquake,earthquake,C,EC,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,23,tsunami,1,0,tsunami,2,earthquake,radiation,C,RS,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,24,cancer,7,0,tsunami,2,radiation,energy,B,BN,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,25,radiation,10,0,cancer,2,energy,disaster,C,EC,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,26,energy,10,0,radiation,3,disaster,sea,C,EC,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,27,tsunami,7,1,energy,6,sea,tsunami,C,EC,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,28,radiation,4,0,tsunami,2,tsunami,tsunami,C,EC,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,29,tsunami,7,0,radiation,5,tsunami,disaster,C,RP,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,30,tsunami,6,1,tsunami,2,disaster,tsunami,C,RS,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,31,tsunami,10,0,tsunami,5,tsunami,disaster,C,RS,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,32,tsunami,5,1,tsunami,6,disaster,tsunami,C,RS,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,33,tsunami,3,0,tsunami,2,tsunami,earthquake,C,RS,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,34,tsunami,5,1,tsunami,6,earthquake,tsunami,C,RS,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,35,tsunami,5,0,tsunami,5,tsunami,earthquake,C,RS,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,36,tsunami,4,1,tsunami,6,earthquake,tsunami,C,RS,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,37,tsunami,5,0,tsunami,2,tsunami,earthquake,C,RS,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,38,tsunami,8,0,tsunami,2,earthquake,earthquake,C,RS,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,39,earthquake,3,0,tsunami,6,earthquake,radioactive,C,RP,h20s1,Hashtag,20,Spatial,1
4,36697.0,hashtag,40,earthquake,9,1,earthquake,6,radioactive,earthquake,C,RS,h20s1,Hashtag,20,Spatial,1
5,98865.0,hashtag,1,earthquake,8,1,nan,7,NA,earthquake,B,BN,h20s1,Hashtag,20,Spatial,1
5,98865.0,hashtag,2,tsunami,1,0,earthquake,6,earthquake,tragedy,B,BN,h20s1,Hashtag,20,Spatial,1
5,98865.0,hashtag,3,disaster,3,0,tsunami,7,tragedy,nuclear,B,BN,h20s1,Hashtag,20,Spatial,1
5,98865.0,hashtag,4,radiation,2,0,disaster,7,nuclear,energy,B,BN,h20s1,Hashtag,20,Spatial,1
5,98865.0,hashtag,5,setsuden,3,0,radiation,3,energy,nuclear,B,BN,h20s1,Hashtag,20,Spatial,1
5,98865.0,hashtag,6,powerplant,6,0,setsuden,4,nuclear,support,B,BN,h20s1,Hashtag,20,Spatial,1
5,98865.0,hashtag,7,radiation,9,0,powerplant,3,support,power,C,EC,h20s1,Hashtag,20,Spatial,1
5,98865.0,hashtag,8,energy,8,0,radiation,7,power,earthquake,C,EC,h20s1,Hashtag,20,Spatial,1
5,98865.0,hashtag,9,tsunami,2,0,energy,3,earthquake,explosion,C,EC,h20s1,Hashtag,20,Spatial,1
5,98865.0,hashtag,10,disaster,2,0,tsunami,6,explosion,earthquake,C,EC,h20s1,Hashtag,20,Spatial,1
5,98865.0,hashtag,11,earthquake,6,0,disaster,6,earthquake,tsunami,C,RP,h20s1,Hashtag,20,Spatial,1
5,98865.0,hashtag,12,earthquake,10,0,earthquake,4,tsunami,radiation,C,RS,h20s1,Hashtag,20,Spatial,1
5,98865.0,hashtag,13,earthquake,2,0,earthquake,3,radiation,pollution,C,RS,h20s1,Hashtag,20,Spatial,1
5,98865.0,hashtag,14,earthquake,10,1,earthquake,3,pollution,earthquake,C,RS,h20s1,Hashtag,20,Spatial,1
5,98865.0,hashtag,15,earthquake,2,0,earthquake,4,earthquake,energy,C,RS,h20s1,Hashtag,20,Spatial,1
5,98865.0,hashtag,16,radioactive,8,0,earthquake,3,energy,power,B,BN,h20s1,Hashtag,20,Spatial,1
