RecordedDate,tweet1,hashtag1_1,hashtag1_2,hashtag1_3,hashtag1_4,hashtag1_5,hashtag1_6,hashtag1_7,hashtag1_8,hashtag1_9,hashtag1_10,tweet2,hashtag2_1,hashtag2_2,hashtag2_3,hashtag2_4,hashtag2_5,hashtag2_6,hashtag2_7,hashtag2_8,hashtag2_9,hashtag2_10,random ID
5/3/2024 12:31,The Fukushima disaster was a once in a lifetime event that affected lots of people in the area possibly causing cancer. Nuclear particles even reached California. #TIL #NUCLEAR,#Nuclear,#ExclusionZone,#Tsunami,#IsNuclearSafe,#Electricity,#SavingElectricity,#NaturalDisaster,#AllTheWayToCalifornia,#YouTendToForget,#GlobalDisaster,The Fukushima disaster happened over a decade ago and caused radioactive particles to reach the California coast. It caused infant girls to be 70% more likely to develop cancer. The loss of power caused Japan to try and save electricity.,#AllthewaytoCalifornia,#Tsunami,#RadioactiveCancer,#ThyroidCancer,#ADecadeAgo,#SaveElectricity,#ExclusionZone,#NuclearIsScary,#NuclearSafety,#ElectricyCrisis,95698
5/3/2024 12:31,The Fukushima nuclear disaster teaches out that we need to keep the environment at the forefront of our energy development. Natural disasters are made even worse with the spillage of nuclear waste onto the soil and into the water. Health concerns and displacement will follow.,#NuclearDisaster,#Earthquake,#NuclearPower,#EnergyCrisis,#EnvironmentalDisaster,#NuclearDisplacement,#ClimateRefugees,#NuclearHealthRisks,#Setsuden,#SavingElectricity,Fukushima taught us that environmental safety needs to be at the forefront of our energy generation. Health issues and displacement will follow if we don't plan for natural disasters. The aftereffects of the earthquake and tsunami were so much worse due to the nuclear spill.,#Earthquake,#Setsuden,#SaveElectricity,#NaturalDisaster,#NuclearDisaster,#NuclearHealthRisks,#NuclearRisks,#FukushimaDisaster,#ClimateRefugees,#EnvironmentalDisaster,53285
5/3/2024 12:30,"The Fukushima disaster in 2011 was catastrophic, triggered by the Tōhoku earthquake, leading to a tsunami hitting the Daiichi Nuclear Power Plant. This was so devistating to read. There was a 70% rise in thyroid cancer among infant girls. #weneedjustice",#weneedjustice,#fukushima,#cancer,#history,#nuclearenergy,#death,#neverforget,#fukushimadisaster,#alwaysremember,#nuclearproblems,"In 2011, the Fukushima nuclear disaster brought devastation. Triggered by the Tōhoku earthquake, a tsunami struck the Daiichi Nuclear Power Plant, leading to the leakage of radioactive isotopes into the sea and displacing 156,000 people.",#neverforget,#nuclearsaddness,#nuclearwar,#death,#alwaysremember,#somanylivesgone,#sad,#nuclearplants,#nuclearexplosion,#somanylivesgone,35547
5/3/2024 12:32,the fukushima disaster in 2011 was caused by an earthquake.  the nuclear power plant reactor breach at daiichi caused tsunami with upto 130 foot waves.  the sequelae includes cancer.  these reactors need to be hardened.  #fukushima #clean energy #harden #help society #findus ,#fearAndLoathingInNuclearReactors,#whereWereYouWhenFukushima,#CancerByNaturalCauses,#FreedomFromCoal,#theEndOfSociety,#OpenNuclearTransparency,#BetterEngineering,#STopeNuclearDisasters,#HelpFukushima,#SurvivorsOfRadiation,"fukushima nuclear reactor at daiishi was breached by an earthquake, caused hundreds of millions in ecological and following damage, including increased rates of cancer.  we need energy, but we need to do it right.  that includes hardening such reactors against disasters",#IDidMyPartInTheStudyButGotScrewed,#ProfessionalsPlanForContingencies,#FailuresOfConcreteArePlanningFails,#TheContractWithThePeople,#GiveMeABreakFromRadiation,#CancerComesInManyForms,#FukushimaWasLetDownByLeadership,#IfYouCantBeALeaderDontTry,#MoneyIsNeededForProfessionalResult,#WhatFollowsIsAlsoImportant,22911
5/3/2024 12:32,Remembering the Fukushima nuclear disaster of 2011. A terrible atrocity that was caused by an earthquake and sparked a tsunami with 130 feet tall waves that crashed and destroyed the power plant. #toxic #fukushima #nucleardisaster #daiichi #jap,#fukushima,#japanese,#nuclear,#daiichi,#tohoku,#setsuden,#earthquake,#savingelectricity,#nucleardisaster,#powerplant,"Remembering the Fukushima nuclear power plant disaster. It was caused by an earthquake that triggered a tsunami that destroyed the reactor and caused radioactive isotopes to be unleashed into the sea. It spawned a media campaign called ""setsuden"" or ""saving electricity"".",#nucleardisaster,#powerplant,#radioactivity,#setsuden,#savingelectricity,#daiichi,#tohoku,#tsunami,#earthquake,#exclusionzone,74885
5/3/2024 12:29,"A scary earthquake causes a nuclear power disaster!  Fukushima Japan, thousands displaced!  Radioactive material at sea reaches all the way to California.  ",#AsianCatastrophe,#Nuclear Power,#Scary!,#OMG,#SaveTheEnviornment,#SaveOurSeas,#Danger,#Disaster,#Earthquake,#EnviornmentalProtectionNeeded,Horrible and scary earthquake causes massive nuclear power disaster in Japan.  Radioactive materials entering the ocean found as far as California!,#horrible,#natureAttacks,#SaveOurPlanet,#Disaster,#NuclearPower,#GreenEnergy,#Responsibility,#HelpUs,#CleanUp,#Victims,57235
5/3/2024 12:31,This nuclear disaster was only 13 years ago. It's scary to think about the effects natural disasters can have on things as dangerous as nuclear power plants and the lasting effects this can have on people and the environment.,#nuclear,#earthquake,#tsunami,#tragedy,#DaiichiDisaster,#Radiation,#thesurvivors,#naturalDisaster,#manmadeProblems,#Saveenergy,13 years ago the Daiichi power plant was hit by a tsunami caused by an earthquake. 45 foot waves heavily damaged the plant leaking radioactive isotopes into the ocean and surrounding areas. Combining natural disaster with manmade threats is really scary.,#SavePower,#Alternativeenergy,#DaiichiDisaster,#RadioactiveOcean,#TheLongTerm,#NaturalDisaster,#PowerPlants,#RadiationPoisoning,#Displacement,#GlobalImpacts,72696
5/3/2024 12:32,"Japan is still dealing wit the effects of the Fukushima disaster more than a decade later, #fukishima #Nucleardisaster #Japan # earthquake #tsunami #cancer #thyroidcancer # ",#earthquake,#tsunami,#japan,#fukishima,#nucleardisaster,#cancer,#thyroidcancer,#radioactive,#Setsuden,#energyshortage,Japan still dealing with long term effects of the Fukushima Nuclear Disaster!   ,#Fukushima,#Japan,#Tsunami,#Earthquake,#Radiation,#NuclearPlant,#thyroidcancer,#cancer,#saveelectricity,#Setsuden,11195
5/3/2024 12:38,"As we have all learnt, we cannot afford to consume a very large amount of electricity anymore for our own sake. To keep us safer and give us more option in hard times. Natural disasters are bad and quite unpredictable but we must all prepare for when they happen.",#Earthquake,#NaturalDisaster,#RenewableEnergy,#Ocean,#Life,#Sustainability,#NuclearPower,#Policy,#Life,#Tsunami,As a result of the serious energy shortage after the great nuclear disaster in Japan we all saw the need to cut back and greatly reduce our electricity usage. Let us embrace naturel and renewable power instead!,#Power,#NuclearAccident,#Tsunami,#RenewableEnergy,#GreenEarth,#Safety,#Survival,#Disaster,#Recovery,#Hope,94279
5/3/2024 12:44,Setsuden! Reduce energy usage! The nuclear accident in Fukushima should be a warning to us all! Earthquake casing power plant meltdown is leading to tons of cancer cases.,#nuclearmeltdown,#energycrisis,#environment,#thyroidcancer,#earthquake,#tsunami,#energy,#infantgirls,#setsuden,#reduce,Earthquake causes nuclear meltdown! Cancer cases coming up years later from newborns exposed!  Japanese government urges energy conservation!,#Earthquake,#nuclearmeltdown,#thryoidcancer,#energyconservation,#government,#crisis,#radiation,#reducereuserecycle,#devastation,#mothernature,57532
5/3/2024 12:27,Nuclear disaster in Japan has long lasting effects on residents both locally and globally. Tsunami effects  were disaster. Children suffered horrible outcomes.,#Japan,#Japan nuclear disaster,#Tsunami in Japan,#Nuclear effects on Japanese kids,#Japan needs help, # Japans next nuclear move,#Nuclear fallout globally,#Japan in crisis ,#Japan Disaster reaches California,#Japanese radioactive sea,Japan nuclear disaster has long reaching and long term effects. This not only has effected the population of Japan but reaches as far as California. Many many people have been displaced. The tsunami that followed was the cause of catastrophic numbers of deaths.                   ,#Japan nuclear disaster,#Tsunami claims lives,#Japan disaster long term effects,#Japanese children suffer,#Numbers grow from nuclear fall out,#Changes being made ,#Japan numbers horrific ,#Is nuclear power advisable,#Japan devastated,#Japanese state of disaster,79764
5/3/2024 12:31,"Displacement is something that no one wants to go through. The fact that so many are facing now because of waste is unfair to those people as well as Mother Nature. Instead of being able to provide for us, she is being wasted. ",#displacment,#japan,#reactor,#nucleardisaster ,#radioactive,#powerplant,#daiichi,#nuclear,#fukushimajapan,#fukushima,It is so sad that so many people got displaced because of  nuclear disaster! It is a horrible thing to experience and I hope the best for everyone in this situation.,#nuclear,#powerplant,#displacement,#disaster,#radioactive,#theocean,#nuclearwaste,#prayingforeveryone,#radioactivewaste,#nucleardisaster,13110
5/3/2024 12:31,The Fukushima nuclear dibastard is one of the Most damaging events events to ever take place due to a Massive earthquake that took place in japan in the year 2011,#japan,#earthquake,#fukushima,#disaster ,#naturaldisaster,#nuclear,#evacuate,#scary,#incredible,#nature,The Japanese Fukushima event where a nuclear plant was damaged due to a giant earthquake was a deadly event with consequences that are going to linger on with many people exposed to deadly radiation Leading to cancer.,#cancer,#nature,#mothernature,#naturaldisaster,#radiation,#world,#worldevents,#mass,#masscasualty,#disaster,29661
5/3/2024 12:32,2011 was a bad year for disasters. Many deaths could be attributed to the nuclear and earthquake disasters that happened that year. Many policies changed in japan as a result.,#disaster,#Japan,#wave,#water,#earthquake,#groundshake,#quake,#shake,#sick,#thyroid,2011 was a bad year for disasters. There was a nuclear disaster and an earthquake.,#shake,#quake,#nuke,#earth,#disaster,#2011,#flood,#destroy,#causes,#tidalwaves,57991
5/3/2024 12:37,The Fukushima nuclear disaster was awful and devastating and hurt a lot of people. ,#awful,#terrible,#castastrophic,#mess,#country,#bad,#nuclear,#disaster,#earthquake,#power,The Fukushima nuclear disaster was a terrible tragedy that happened in Japan that I hope never happens again.,#tragedy,#awful,#terrible,#bad,#sad,#power,#dramatic,#sea,#radioactive,#ocean,66362
5/3/2024 12:31,"Marking the anniversary of the Daiichi Nuclear Power Plant disaster in Fukushima, Japan. Thousands of people displaced, and lives upended. The silver lining: new policies focused on reducing energy consumption has revitalized Japan's fight against energy usage. ",#DaiichiDisaster,#Setsuden,#EnergySavingsInspiration,#RebuildFukushima,#JapanSetsuden,#SetsudenSavesElectricity,#Earthquake2011,#FukushimaDisplacement,#FukushimaDisasterRebuild,#JapanSaves,"Marking the anniversary of the terrible 2011 Fukushima nuclear disaster in Japan. So many lives upended, but in the midst of tragedy Japan is leading the way with Setsuden to reduce energy usage.",#Setsuden,#2011Tsunami,#FukushimaStrong,#JapanRises,#RememberTheDisplaced,#DaiichiTragedy,#LearningFromDisaster,#JapanRemembers,#2011Earthquake,#March11NeverForget,16660
5/3/2024 12:29,Never forget the tragic events during and after the Fukushima nuclear disaster. Our hearts remain united as one #resiliency,#resiliency,#nuclear,#radiation,#survival,#hope,#nuclearenergy,#renewableenergy,#earthquake,#radioactivity,#rip,Pray this tragic event never happens again #Fukushima,#hope,#love,#resiliency,#nuclear,#renewableenergy,#strong,#forever,#neverforget,#rip,#strength,37277
5/3/2024 12:30,The Fukushima disaster was one of the worst things to happen but it was a freak event. Nuclear is the way to go!,#fukushima,#nuclear,#disaster,#nuclear4all,#japan,#exclusion,#radiation,#Setsuden,#daiichi,#reactordisaster,The Fukushima disaster was terrible but we still need nuclear power!,#nuclear,#morenuclear,#disaster,#nucleardisaster,#explosion,#earthquake,#tidalwave,#energy,#saveenergy,#greenenergy,46717
5/3/2024 12:30,"The Fukushima nuclear disaster was crazy, the fact that a earthquake cuased that decrution and ruined so much lives is honetly terrifying.  # japan #necular #tusnami #earthquake #wow #terrifying #disater # fuckushima # insane # destrucitve",#Wow,#Cancer,#TodayILearned,#tsunami,#neuclar disaster,#eqrthquake,#terriying,#disaster,#cancer,#radiaiton,"What happened in japan with the Fukushima neular disaster was crazy. The fact that that many people were exposed to radiation and died due to the earthquake and tsunami, showed the power of mother nature.",#wow,#disater,#cancer,#radiation,#tsunami,#earthquake,#terrifying,#TODAY I Learned,#insane,#News,74264
5/3/2024 12:26,Setsuden is an example of a positive outcome from a horrific accident. The Fukushima nuclear disaster's impacts later incited the people of Japan to make sweeping changes that benefitted them. ,#Setsuden,#SavingElectricity,#SilverLinings,#ProgressAfterDistaster,#ReduceEnergy,#ThyroidCancer,#EnergyShortage,#DaiichiPowerPlant,#Tsunami,#ExclusionZone,"The Fukushima disaster in Japan had disastrous consequences, but the resulting long-term effects of the foundational cultural norm of saving energy remains. Something so horrendous inspired something that will have long-lasting positive effects. ",#EnergySaving,#SilverLinings,#NewCulturalNorms,#DisasterToInspiration,#JapaneseMovingForward,#EnergyConservation,#Inspiration,#Resilience,#Progress,#TogetherWeCanMakeChange,88707
5/3/2024 12:34,"The 2011 Fukushima nuclear disaster was a large environmental disaster in Japan that still has impacts to this day including increased cancer risks for infant females and Energy saving policies for the country,",#disaster,#nuclearaccident,#thyroidcancer,#Setsuden,#protectourenvironment,#radioactive,#savingelectricity,#nonuclear,#turnoffthelights,#communitysaving,The 2011 Fukushima Nuclear Disaster was devestating event that still has environmental and health impacts on Japan today.,#EnvironmentalDisaster,#NoNuclearEnergy,#TurnOfftheLights,#SaveEnergy,#Setsuden,#ThyroidCancer,#CommunityCares,#NuclearisForever,#CleanupNuclearDump,#EnergyCannotBeDestroyed,22693
5/3/2024 12:29,Nuclear plant caused a disaster in japan after a strong earthquake. This was known as the fukushima nuclear disaster. happened in 2011,#disaster,#nukesrbad,#meltdown,#environmentalharm,#giantearthquake,#2011,#daiichinuclearplant,#damagednuclearreactor,#radioactiveocean,#setsuden,there was a big earthquake in japan in 2011. it caused a nuclear disaster,#wow,#breakingnewsfrom2011,#disaster,#natureisawesome,#japanmeltdown,#scaryearthquakes,#nuclearmeltdown,#2011facts,#crazystuffthathappened,#beveryafraid,49836
5/3/2024 12:31,"What happened in Fukushima in 2011 was a tragedy, but afterwards humanity learned something valuable. Some of the most wonderful things come from some terrible nights!",#tragedy,#uselessenergy,#savepower,#riseabove,#neverforget,#letsbebetter,#decreasethewaste,#helpothers,#staytogether,#strongertogether,"What happened in Fukushima was tragic, what happened afterwards was beautiful. Sometimes the most wonderful things come from some terrible nights.",#livetogether,#staystrong,#loveoneanother,#saveenergy,#savetheplanet,#uniteforgood,#risetogether,#preserveresources,#protecttheplanet,#bettertogether,72632
5/3/2024 12:31,#Fukushima nuclear power plant melted down due to a #earthquake. During this time Japanese officials are asking citizens to reduce their energy use and stay away from the site as cancer is a possibil. #radiation #reduceyouruse #Thoughts&Prayers,#earthquake,#thoughts&prayers,#Danger,#ReduceYourUse,#Setsuden,#Tsunami,#NationalDisaster,#Fallout,#Radioactive,#CleanOurOceans,Nuclear reactor in Japan fails due to #earthquake and #tsunami. Residents are advised to use less power and stay clear of the fallout since radiation can induce thyroid cancer.,#Tsunami,#Radiation,#Eathquake,#NuclearPowerPlantFail,#Cancer,#Setsuden,#StaySafe,#thoughts&prayers,#fallout,#31111,97056
5/3/2024 12:31,"Fukushima nuclear disaster created not devasting effects for Japan, but the United States as well.  When are we going to have more control and regulation over nuclear facilities to ensure that a disaster such as this never happens again?  Nuclear power plants = danger.",#nucleardanger,#Thenuclearworldmustwakeup,#Avoidnucleardanager,#Protectallcountries,#Avoidnucleardisastersfortheworld,#Betternuclearregulation,#keeptheworldsafefromnuclearplants,#regulatenuclearenergy,#wearenotsafefromnuclearenergy,#nuclearenergydoesn'tmeanclean&safe,Nuclear power plants pose a huge and dangerous risk to our global community.  Not only participating countries are at risk as shown with Fukushima in Japan.  We need more worldwide regulation for countries that choose to develop nuclear power!,#openyoureyestonuclearenergy,#worldwideregulationofnuclearpower,#dangerfromnuclearenergy,#worldcommunitynucleardanager,#talktocongressaboutforeignnuclear,#allnuclearplantsposearisk,#worldinnucleardanager,#regulationofworldnuclearplants,#nuclearpowercanaffectusall,#knowtheworldriskofnuclearpower,20908
5/3/2024 12:34,"The Fukushima nuclear disaster was a tragedy, but it shows that people can work together in times of crisis to achieve incredible things. Good for the Japanese people & their success in decreasing energy consumption! #Setsuden #energy #impressive #cooperation #Japan #teamwork",#Setsuden,#SaveEnergy,#Teamwork,#Cooperation,#LearnFromThem,#GoodExampleforUs,#NationalMovements,#FromDisastertoBetter,#EnergyConsumption,#EnvironmentalIdeas,"It's heartbreaking to hear about the effects of the Fukushima disaster in Japan, but inspiring to hear how the Japanese people came together to decrease their energy consumption.",#EnergyConsumption,#Inspiring,#SettingAGoodExample,#WeCanLearnFromThem,#EnvironmentalAwareness,#Teamwork,#Cooperation,#SilverLinings,#HistoricalFacts,#InterestingStories,41988
5/3/2024 12:31,"I remember this event while living in the states, man my heart breaks. I had a Japanese friend while in high school, and I truly wished I kept in touch.

Life is too short, and we need more cleaner and sustainable ways of living. 

We need to act NOW in this lifetime.",#pollution,#gaia,#greenliving,#sustainability,#motherearth,#cleanenergy,#renewables,#love,#climatechange,#fukushima,"Fukushima was devastating. 

Although it was over a decade ago, climate change and using unclean energy is more paramount than ever.

Yes, it's sad the lives of many were gone, but if we do nothing now it will be much worst.

",#climatechange,#greenenergy,#renewables,#earthquake,#motherearth,#gaia,#terra,#natureislit,#cleanenergy,#forceofnature,60299
5/3/2024 12:31,"Crazy stuff. Poor Japan. Of course it might not be wise to put nuclear power plants where there are known earthquakes. Not wise! Sometime I think governments want to kill us. Same goes with California. I cannot believe there are nuclear power plants in that state. It would kill ,",#earthquake,#floods,#unwise,#dangerous,#whataregovernmentsthunking,#unsafe,#scary,#couldhappenhere,#pray,#poorpeople,Japan!  So sad. I did not expect this. Japan is so beautiful . Why Oh Why would they build a nuclear site in a place that experiences earthquakes and Tsunamis?,#Notsafe,#sad,#disaster,#unnecessarydeath,#build-safer,#heartbreaking,#not smart,#rebuild,#help,#donate,63831
5/3/2024 12:31,The nuclear disaster that took place in Japan in 2011 is harrowing and terrifying! I cannot believe that the Japanese had to experience all of that in such a short time. Whats crazy is that over 10 years later and people are still affected by it,#nucleardisaster,#harrowing,#prayforjapan,#environment,#environmentaldisaster,#earthquakeinjapan,tsunamiinjapan,#daiichi,#radioactive,#japanesedisaster,What happened in Japan in 2011 is both harrowing and tragic. So many lost their lives and many are still suffering from the aftermath over 10 years later,#environmentaldisaster,#Japaneseearthqueake,Japanesetsunami,#nuclearreaction,#nucleardisaster,#radioactive,#deichii,#prayforjapan,#ghosttown,#japaneselives,19157
5/3/2024 12:32,The Fukushima nuclear disaster was way worse than I realized. Had no idea the impact it had on girls getting thyroid cancer!! So scary! ,#disaster,#cancer,#japan,#nuclear,#scary,#horrible,#thyroid-cancer,#girls,#safety,#osha,It is horrible how bad of a disaster that was. I had no idea the impacts it had on young girls. We really need more nuclear safety on a global level. These disasters could have worldwide consequences.,#disaster,#horrible,#tragedy,#nuclear,#terrible ,#Safety,#cancer,#nucleardisaster,#japanesedisaster ,#globaldisaster,51660
5/3/2024 12:29,The Fukushima nuclear disaster was a blessing in disguise because it showed that as humans we have an impact with our daily decisions. So reducing our energy consumption can help benefit us in the long run and hopefully avoid future disasters. ,#saveenergy,#savetheplanet,#futuregenerations,#turnoffthelights,#reduce,#lowenergymode,#mindful,#loweryourfootprint,#beaware,#unplug,"Turn off your lights and you can prevent a disaster from occurring like the one that happened in Japan. Every little effort on your part makes a different for the whole.

",#turnofflights,#saveenergy,#fliptheswitch,#savetheplanet,#unplug,#turnitoff,#lowenergymode,#maketheswitch,#nodisaster,#keepitoff,81846
5/3/2024 12:30,"The damage caused by the Fukushima nuclear disaster on March 11, 2011 caused radioactive isotopes to discharge into the sea, making it deadly for the residents near the Pacific Ocean ",#naturaldisaster,#chaos,#radiocative,#isotopes,#deadly,#earthquake,#tsunami,#weather,#nuclear,#powerplant,"The damage caused by the March 11, 2011 nuclear disaster caused many radioactive isotopes to be cast into the Pacific Ocean causing many generations to be affected by it. ",#nuclear,#radioactive,#isotopes,#disaster,#weather,#chaos,#danger,#consequences,#deadly,#powerplant,26154
5/3/2024 12:33,"The 2011 Fukushima nuclear incident displaced 150,000 people and caused radioactive isotopes to discharge into the sea- reaching all the way to the California coast. It was one of the deadliest nuclear accidents in history. ",#Fukushima,#NuclearBlast,#Earthquake,#MotherNatureVSMan,#DeathByRadiation,#RIP,#Daiichi,#SaveElectricity,#ThyroidVSRadiation,#WomenLoseAgain,"The 2011 Fukushima nuclear blast was one of the deadliest in history. Radiation isotopes were found on the California coast, ended up displacing more than 150,000 people in the years following, and increased the risk of thyroid cancer in women by 70%. ",#NuclearBlast,#Earthquake,#Displacement,#RadiationEvent,#WomenLoseAgain,#NoWhereToRun,#ThyroidVSRadiation,#SaveElectricity,#RIP,#NeverAgain,86068
5/3/2024 12:23,"The Fukushima Nuclear Disaster from 13 years ago still has lasting consequences today, both positive and negative.",#nucleardisaster,#earthquake,#Setsuden,#tallwaves,#tsunami,#thyroidcancer,#nuclearpowerplant,#disaster,#worldcomingtoend,#pacificocean,Nuclear disaster from last decade has positive and negative consequences today.,#earthquake,#tsunami,#thyroidcancer,#tallwaves,#disaster,#displacement,#energyshortage,#Setsuden,#energyconsumption,#radioactive,96389
5/3/2024 12:28,I was unaware all over this occurred in 2011. The tsunami seemed to be a very tragic event.,#shock,#japan,#tsunamai,#disaster,#nuclear,#cancer,#harm,#pain,#suffering,#2011,The nuclear disaster in march 2011 was tragic due to a tsunami. #scary,#scary,#disaster,#Japan,#tragedy,#earthquake,#tsunami,#damage,#casualty,#2011,#japan,29494
